Rank,NameCountry/Region,Overall,Teaching,Research,Citations,Industry Income,International Outlook
24,Carnegie Mellon UniversityUnited StatesCoursesEnquireAdmissions Support,81.9,65.8,83.7,99.7,50.4,79.1
25,London School of Economics and Political ScienceUnited KingdomCoursesEnquireAdmissions Support,79.4,71.8,72,94.9,33.7,92.2
26,University of WashingtonUnited StatesCoursesEnquireAdmissions Support,79.4,67.9,79.9,99,47.3,56.5
27,University of EdinburghUnited KingdomCoursesEnquireAdmissions Support,79.2,66.8,74.2,97,36.3,92
28,New York UniversityUnited StatesCoursesEnquireAdmissions Support,79.2,73.7,77.4,96.5,37,53.4
29,Peking UniversityChinaCoursesExplore,79.2,83,85.1,74.2,100,53
30,Tsinghua UniversityChinaCoursesExplore,79,80.2,93.2,71.4,99.8,41
31,"University of California, San DiegoUnited StatesCoursesEnquireAdmissions Support",78.7,62.9,79.8,98.6,96.5,51.9
32,University of MelbourneAustraliaCoursesEnquire,77.5,64.9,74.2,90.3,70.1,92.7
33,Georgia Institute of TechnologyUnited StatesCoursesEnquireAdmissions Support,77,59.7,78.9,94.3,60.2,75
34,University of British ColumbiaCanadaCoursesEnquire,76.2,61.8,72.2,93.4,42.6,92.2
35,LMU MunichGermanyCoursesExplore,76.2,65.4,72.3,91.3,100,66.3
36,King’s College LondonUnited KingdomCoursesAdmissions Support,75.6,59.3,71.2,94.4,43.9,94.5
37,University of Illinois at Urbana-ChampaignUnited StatesCoursesEnquireAdmissions Support,75.4,65.8,78.9,88.9,56,52.8
38,École Polytechnique Fédérale de LausanneSwitzerlandCourses,75.3,58.8,66.8,94.2,76,98.7
39,Karolinska InstituteSwedenCoursesVerify Documents,75.3,57,74.4,95.9,71.4,70.3
40,University of Hong KongHong KongCoursesExplore,75.1,68.8,77.9,74.2,54,99.5
41,Technical University of MunichGermanyCoursesVerify Documents,73.5,60.3,71.2,88.4,100,66.8
42,McGill UniversityCanadaCoursesEnquire,73.2,63.4,70.8,84.7,39.8,87.5
43,University of Wisconsin-MadisonUnited StatesCoursesEnquireAdmissions Support,73.1,68.4,73.9,86.5,45.8,43.4
44,The Hong Kong University of Science and TechnologyHong KongCoursesExplore,72.7,55.2,68.4,93.1,58.1,83.4
45,Heidelberg UniversityGermanyCourses,72.3,63.6,62.2,94.2,56,64.7
46,The University of TokyoJapanCourses,72.2,79.5,85.2,63.7,52.7,32.2
47,KU LeuvenBelgiumCoursesExplore,71.8,54.2,70.9,88.7,99.9,68.3
48,Australian National UniversityAustraliaCoursesEnquire,71.6,52.7,72,85.5,61.1,94.3
49,University of Texas at AustinUnited StatesCoursesEnquireAdmissions Support,71.4,60.9,68.3,95.7,48.2,36.7
50,Brown UniversityUnited StatesCoursesEnquireAdmissions Support,70.8,63.8,57.9,96.7,34.1,59
51,Washington University in St LouisUnited StatesCoursesExplore,70.8,60.8,59.7,99.4,36.9,52.1
52,"Nanyang Technological University, SingaporeSingaporeCoursesExplore",70.5,49.5,63,90.7,94,95.9
53,"University of California, Santa BarbaraUnited StatesCoursesEnquireAdmissions Support",70,50,61.5,98.8,82,65.4
54,"University of California, DavisUnited StatesCoursesEnquireAdmissions Support",69.5,60.9,64.5,86,53.4,63.7
55,University of ManchesterUnited KingdomCoursesEnquireExplore,69.5,56.3,65.3,84.3,44.1,88.7
56,University of MinnesotaUnited StatesCoursesEnquire,69,57.6,67.9,87.5,90.4,37.7
57,University of North Carolina at Chapel HillUnited StatesCoursesEnquireAdmissions Support,69,57.9,61.8,96.7,39.2,41.5
58,Chinese University of Hong KongHong KongCoursesExplore,68.5,57,64.4,80.6,56.8,86.6
59,University of AmsterdamNetherlandsCoursesExplore,68.4,51.3,62.6,91.9,49.9,72.2
60,Purdue University West LafayetteUnited StatesCoursesEnquireAdmissions Support,68.2,62.3,68.9,73.4,63.5,69.9
61,University of SydneyAustraliaCourses,67.8,50.2,63.1,85.9,67.9,84.6
62,Humboldt University of BerlinGermanyCourses,67.4,61.9,67.1,76.1,38.6,65.6
63,Delft University of TechnologyNetherlandsCoursesVerify Documents,67.3,53.4,72,68.5,99.8,88.5
64,Wageningen University & ResearchNetherlandsCourses,67.2,46.6,53.6,95.2,100,80.6
65,The University of QueenslandAustraliaCoursesExplore,67,47.6,59.4,87.8,76.2,88.8
66,University of Southern CaliforniaUnited StatesCoursesEnquireAdmissions Support,66.8,49.8,58.4,95.6,37.9,63
67,Leiden UniversityNetherlandsCoursesExplore,66,44.6,63.2,87.8,78.8,70.5
68,Utrecht UniversityNetherlandsCoursesExplore,65.8,45.5,63.1,89.9,72.6,59.6
69,"University of Maryland, College ParkUnited StatesCoursesEnquire",65.7,49.6,63,93.5,38.4,39
70,Boston UniversityUnited StatesCoursesEnquireAdmissions Support,65.4,57.1,45.9,97.2,34,60
71,Ohio State University (Main campus)United StatesCoursesEnquire,65.4,55.5,56.2,88,52,56.4
72,Erasmus University RotterdamNetherlandsCoursesExplore,65.2,38.9,57.2,96.7,51.7,80.6
73,Paris Sciences et Lettres – PSL Research University ParisFranceCourses,65.2,57,52,85,48.2,76.7
74,Kyoto UniversityJapanCourses,64.9,71.8,78.6,50.9,93.8,28.8
75,Seoul National UniversitySouth KoreaCourses,64.9,69.3,71.2,60.6,79.8,34.1
76,University of BristolUnited KingdomCoursesAdmissions Support,64.8,45.7,51.2,94.7,39.3,84.8
77,Penn State (Main campus)United StatesCoursesEnquire,64.6,53.6,64.8,81.6,50,44.3
78,McMaster UniversityCanadaCoursesExplore,63.4,45.6,48.8,89.9,89.8,78.1
79,RWTH Aachen UniversityGermanyCourses,63.3,53.4,62.4,72.8,99.7,56.4
80,University of GlasgowUnited KingdomCoursesExplore,63.2,43.4,48.9,92.6,38.6,90.4
81,Monash UniversityAustraliaCoursesEnquire,63.2,47.4,55.4,80.9,71.5,83.8
82,University of FreiburgGermanyCourses,62.9,47.1,54.3,83.1,100,67.2
83,University of GroningenNetherlandsCoursesExplore,62.8,40.7,54.8,89,77.2,74.4
84,Michigan State UniversityUnited StatesCoursesEnquire,62.8,55.1,53.3,82.6,35.7,61.2
85,UNSW SydneyAustraliaCoursesExplore,62.5,40.9,57.5,82.8,49.8,91.4
86,Rice UniversityUnited StatesCoursesEnquireAdmissions Support,62.2,45.1,41.9,98.7,42.4,72.7
87,Uppsala UniversitySwedenCoursesVerify Documents,62.2,42.9,56.1,84.6,79.5,68.8
88,Free University of BerlinGermanyCoursesVerify Documents,62.1,58.7,66.5,60.6,39.8,71.8
89,Dartmouth CollegeUnited StatesCoursesEnquireAdmissions Support,62,58.5,41.9,93.4,37.9,39.1
90,University of HelsinkiFinlandCourses,61.7,45.7,56.6,86.9,35.5,53.3
91,University of WarwickUnited KingdomCoursesEnquireAdmissions Support,61.6,46.6,52,80.4,41,91.9
92,Technical University of BerlinGermanyCourses,61.5,49,58,74.2,97.8,62.4
93,Lund UniversitySwedenCoursesVerify Documents,61.3,40.8,52.6,85.9,70.9,76.1
94,University of TübingenGermanyCoursesVerify Documents,61.2,45.7,55.4,83,55.4,60.8
95,University of BaselSwitzerlandCourses,60.9,39.8,39.9,91,99.9,95.9
96,Korea Advanced Institute of Science and Technology (KAIST)South KoreaCourses,60.9,56.3,59.2,70.4,100,35.6
97,Durham UniversityUnited KingdomCoursesEnquireAdmissions Support,60.8,44.8,47.9,84.6,36.8,89
98,Emory UniversityUnited StatesCoursesEnquireAdmissions Support,60.7,47.1,40.4,98.1,42.3,53.3
99,"University of California, IrvineUnited StatesCoursesEnquireAdmissions Support",60.6,43.4,44.9,93.6,43.9,65.2
100,University of BonnGermanyCoursesVerify Documents,60.5,47.3,41.6,91.3,83.5,58.4
101,University of Colorado BoulderUnited StatesCoursesEnquire,60.5,44.8,45.8,97.4,37.5,42.4
102,University of Pittsburgh-Pittsburgh campusUnited StatesCoursesEnquireAdmissions Support,60.5,45.7,48.7,94.9,39.9,36.8
103,Maastricht UniversityNetherlandsCoursesExplore,60.4,40.2,49.7,79.9,87.6,96.7
104,University of SheffieldUnited KingdomCoursesEnquire,60.1,42.9,45.7,86.8,43.7,85.4
105,University of BernSwitzerlandCourses,60,42.7,43.6,85.4,81,85.7
106,Vanderbilt UniversityUnited StatesCoursesEnquireAdmissions Support,60,47.7,41.4,96.9,52.8,38.9
107,Ghent UniversityBelgiumCoursesVerify Documents,59.8,44.4,56.2,77.6,84.3,56.8
108,University of MontrealCanadaCoursesExplore,59.6,44.5,48.9,79,65.3,83.2
109,Aarhus UniversityDenmarkCourses,59.4,37.3,53.6,82.7,67.6,75.3
110,University of CopenhagenDenmarkCourses,59.4,44,39.7,90.6,44.6,79.3
111,Sungkyunkwan University (SKKU)South KoreaCoursesExplore,59.3,54.1,55.1,69.5,93.7,44.7
112,The University of Western AustraliaAustraliaCoursesEnquire,59.3,33.5,46.1,90.6,54.5,91.9
113,University of GöttingenGermanyCoursesVerify Documents,59.2,47.1,50.3,82.4,33.7,58.6
114,University of Virginia (Main campus)United StatesCoursesEnquireAdmissions Support,59.2,52.4,40.7,89.3,40.6,46.5
115,École PolytechniqueFranceCoursesExplore,59.1,54.4,38.2,75.1,70.8,93.4
116,Fudan UniversityChinaCourses,58.9,59.5,57.5,65.1,53,38.7
117,Indiana UniversityUnited StatesCoursesEnquire,58.7,50.5,46.5,81.9,51.5,50.5
118,Trinity College DublinIrelandCoursesExplore,58.7,45.3,44.8,79,41.2,92.1
119,University of AlbertaCanadaCoursesEnquire,58.6,47.2,51.2,70.5,63.4,84.8
120,City University of Hong KongHong KongCoursesExplore,58.6,40.8,48.6,79.4,65.9,84.4
121,Queen Mary University of LondonUnited KingdomCourses,58.5,32.8,38.2,96.7,39.1,95.5
122,Radboud University NijmegenNetherlandsCoursesExplore,58.4,33.9,50.4,89.4,44.8,68.8
123,Georgetown UniversityUnited StatesCoursesEnquireAdmissions Support,58.3,51.8,37.2,87.5,66.3,49.6
124,Pierre and Marie Curie UniversityFranceCourses,58.3,49.5,39.8,85.7,31.8,66.6
125,University of MannheimGermanyCoursesVerify Documents,58.2,41.8,53,80.5,57.8,55.9
126,Arizona State University (Tempe)United StatesCoursesExplore,58.1,41.5,48.3,87.1,35.7,55.2
127,Charité - Universitätsmedizin BerlinGermanyCourses,58.1,43.3,39.2,88.6,87.5,60.7
128,University of SouthamptonUnited KingdomCoursesEnquire,58.1,37.9,43.7,86,38.5,92
129,Université Catholique de LouvainBelgiumCoursesVerify Documents,58,38.9,52.2,78.6,54,76.7
130,University of ExeterUnited KingdomCoursesExplore,57.8,34.5,39.3,93.7,34.6,88.8
131,University of GenevaSwitzerlandCourses,57.8,35.8,43.6,82.9,68.7,98.2
132,University of Science and Technology of ChinaChinaCoursesExplore,57.7,52.7,49.1,76.9,81.7,27.9
133,Karlsruhe Institute of TechnologyGermanyCoursesVerify Documents,57.6,44.6,47.7,75.7,97.9,62.9
134,University of AdelaideAustraliaCoursesExplore,57.5,35.9,43.1,85.3,67.3,86.6
135,Stockholm UniversitySwedenCourses,57.5,33.1,48.4,89.1,34.5,72.7
136,University of ZurichSwitzerlandCourses,57.4,42,36,87,43.2,90.8
137,Pohang University of Science and Technology (POSTECH)South KoreaCourses,57.3,47.9,49.8,76.4,99.8,34.3
138,University of YorkUnited KingdomCoursesEnquire,57.3,40.5,44.9,81.6,34.1,85.3
139,University of LeedsUnited KingdomCoursesEnquire,57.1,42.2,46.7,77.8,38.8,82.1
140,Pompeu Fabra UniversitySpainCoursesVerify Documents,56.9,34.7,38.9,97.1,40,62.3
141,University of BirminghamUnited KingdomCoursesEnquire,56.8,36.5,38.3,89.7,37.2,86.3
142,Eindhoven University of TechnologyNetherlandsCoursesExplore,56.8,41.3,49,72.3,100,73.9
143,University of FloridaUnited StatesCoursesEnquireAdmissions Support,56.6,52.8,51.2,68.4,80.7,37.9
144,University of St AndrewsUnited KingdomCoursesEnquireAdmissions Support,56.6,42.9,42.5,76.6,33.6,95.5
145,University of CologneGermanyCoursesVerify Documents,56.4,39.8,42.7,84.8,76.8,57.1
146,University of OsloNorwayCoursesVerify Documents,56.3,36,42.8,86.8,41.9,73.4
147,Autonomous University of BarcelonaSpainCoursesExplore,56.2,43.3,36.1,89.5,42.1,60.1
148,University of NottinghamUnited KingdomCoursesEnquire,56.2,40.5,41.9,80.5,38.5,84.4
149,University of SussexUnited KingdomCoursesEnquire,56.2,34.1,38.1,89.5,33.3,91.5
150,Lancaster UniversityUnited KingdomCoursesEnquireAdmissions Support,55.9,37,40.5,83.2,33.7,91.1
151,University of Notre DameUnited StatesCoursesEnquireAdmissions Support,55.9,49.8,37.9,83,35.3,50.7
152,University of LausanneSwitzerlandCourses,55.7,30.4,47.4,78.5,78.4,90.8
153,University of RochesterUnited StatesCoursesEnquireAdmissions Support,55.6,41.7,34.2,90.2,39.5,63.7
154,Technical University of DenmarkDenmarkCoursesVerify Documents,55.6,35.9,39.5,81.6,63.8,91.6
155,Sant’Anna School of Advanced Studies – PisaItalyCourses,55.5,41.6,36,88,87.8,48.3
156,TU DresdenGermanyCoursesVerify Documents,55.5,42.8,46.9,74.2,95,52.6
157,Ulm UniversityGermanyCoursesVerify Documents,55.5,37.1,37.4,90,77.3,56.5
158,Case Western Reserve UniversityUnited StatesCoursesEnquireAdmissions Support,55.2,44.4,34.9,90.1,36.7,46.1
159,University of LeicesterUnited KingdomCoursesEnquire,55,32.2,34.5,91.4,35.2,89.9
160,Texas A&M UniversityUnited StatesCoursesExplore,55,50.4,56.3,60.2,41.2,52
161,University of ArizonaUnited StatesCoursesEnquire,54.9,44.3,38.7,85.4,46.1,43.3
162,"University of California, Santa CruzUnited StatesCoursesEnquire",54.8,31.5,35,99.9,38.2,51.6
163,Cardiff UniversityUnited KingdomCoursesEnquire,54.8,35.8,39.3,84.5,35.5,80.6
164,University of Erlangen-NurembergGermanyCourses,54.8,39.8,44,77.6,95.9,53
165,University of ViennaAustriaCourses,54.7,42.6,47.6,66,33.2,93.4
166,Vrije Universiteit AmsterdamNetherlandsCoursesVerify Documents,54.7,32.5,40.7,89.1,56.3,60.7
167,University of WürzburgGermanyCourses,54.7,35.8,42.8,86.5,46.1,53.7
168,University of Alabama at BirminghamUnited StatesCoursesExplore,54.6,39.7,32.8,95.1,67.6,34.6
169,Nanjing UniversityChinaCourses,54.5,49.6,47,64.9,77.8,54.4
170,Tufts UniversityUnited StatesCoursesEnquireAdmissions Support,54.5,44.1,33.4,88.1,36.7,52.7
171,University of Cape TownSouth AfricaCoursesExplore,54.4,30.5,36.2,87,88.5,81.1
172,"Rutgers, the State University of New JerseyUnited StatesCoursesEnquireAdmissions Support",54.3,43,45.3,79.7,36.9,39.2
173,KTH Royal Institute of TechnologySwedenCoursesVerify Documents,54.2,42.3,46.3,67,50.9,83.7
174,University of MünsterGermanyCoursesVerify Documents,54.2,40.3,42.1,81.2,60.8,47.7
175,Université Libre de BruxellesBelgiumCoursesVerify Documents,54,32.4,42.2,80.4,48.4,83.2
176,Newcastle UniversityUnited KingdomCoursesEnquireExplore,54,33.4,40.8,80.6,41.6,86.7
177,University of LiverpoolUnited KingdomCoursesEnquire,53.9,32.7,34.7,86.8,37.1,89.9
178,Zhejiang UniversityChinaCoursesExplore,53.9,57,63.7,45.1,89.4,25.2
179,University of LuxembourgLuxembourgCourses,53.8,26.8,32.4,91.9,39.6,99.8
180,University of TwenteNetherlandsCoursesVerify Documents,53.8,35.5,47,68.5,83.6,85.3
181,Paris-Sud UniversityFranceCourses,53.7,40.4,33.1,86.8,32.3,63.5
182,École Normale Supérieure de LyonFranceCourses,53.6,40.1,37.8,80.9,37.9,67.3
183,Hong Kong Polytechnic UniversityHong KongCoursesExplore,53.6,39.1,48.1,67.7,45.8,79.9
184,Scuola Normale Superiore di PisaItalyCourses,53.4,53.7,33.3,75.4,37.7,49.4
185,University of AberdeenUnited KingdomCoursesEnquire,53.3,30.3,33.6,87.1,41.9,93.3
186,University of MiamiUnited StatesCoursesEnquireAdmissions Support,53.1,42.5,24.4,90.3,37.2,67.1
187,University of DundeeUnited KingdomCoursesEnquire,52.9,26.3,32,94.5,43.4,79.8
188,University of East AngliaUnited KingdomCoursesExplore,52.8,29.9,31.6,90.5,32.2,85.6
189,Shanghai Jiao Tong UniversityChinaCoursesExplore,52.8,53.5,62.5,44.1,88.9,33.4
190,Aalto UniversityFinlandCourses,52.7,37.8,35.8,79.5,52.5,72.5
191,University of MassachusettsUnited StatesCoursesEnquire,52.6,36.3,32.2,88.8,51,54.8
192,University of AucklandNew ZealandCoursesExplore,52.5,32.5,40.7,73.8,67.3,90.6
193,Northeastern UniversityUnited StatesCoursesEnquireAdmissions Support,52.4,35.6,26.8,91.7,35.4,70.1
194,Lomonosov Moscow State UniversityRussian FederationCourses,52.3,74.2,61.6,15.8,89,61.1
195,Tilburg UniversityNetherlandsCoursesExplore,52.1,38.4,50.1,61.3,59,75.8
196,Paris-Sorbonne University – Paris 4FranceCourses,52,44.6,34.3,77.1,32.1,57.9
197,"Royal Holloway, University of LondonUnited KingdomCoursesEnquire",51.9,33.9,27.9,85,35,93
198,"University of California, RiversideUnited StatesCoursesEnquire",51.7,30,30.9,92.3,37.4,63.9
199,University of GothenburgSwedenCoursesVerify Documents,51.7,26.7,39.2,87.5,38.9,62.5
200,National Taiwan University (NTU)TaiwanCoursesExplore,51.7,50.4,54.7,53.4,65,33.4
201,Aalborg UniversityDenmarkCoursesExplore,48.3–51.6,28.2,36.2,84.2,46.5,70.7
202,University of AntwerpBelgiumCoursesVerify Documents,48.3–51.6,34.6,40.1,73.3,75.9,66.3
203,University of BarcelonaSpainCoursesExplore,48.3–51.6,32.4,32.5,83.2,34,50.6
204,University of BergenNorwayCourses,48.3–51.6,29.2,30.6,90,35.2,75.3
205,University of BolognaItalyCoursesExplore,48.3–51.6,43.6,30.1,80,39.1,47.4
206,Brandeis UniversityUnited StatesCoursesEnquireAdmissions Support,48.3–51.6,28.9,24.3,99.7,33.7,49.8
207,University of CalgaryCanadaCoursesEnquire,48.3–51.6,34.6,35.8,77.2,53.5,73.6
208,Chalmers University of TechnologySwedenCoursesVerify Documents,48.3–51.6,35.1,39.6,62.3,70.2,78.3
209,University of Cincinnati – UptownUnited StatesCoursesEnquire,48.3–51.6,36.9,30.3,82,41,35.6
210,Copenhagen Business SchoolDenmarkCoursesVerify Documents,48.3–51.6,24.2,36.6,80.8,40.4,91.2
211,University of DelawareUnited StatesCoursesEnquire,48.3–51.6,27.8,37.5,79.5,91,45.4
212,University of Duisburg-EssenGermanyCoursesExplore,48.3–51.6,32.8,29.9,88.8,73.8,52.7
213,Florida State UniversityUnited StatesCoursesEnquire,48.3–51.6,41.3,42,73.3,37.2,47.3
214,University of FribourgSwitzerlandCourses,48.3–51.6,34.2,35,65.5,58.5,86.9
215,George Washington UniversityUnited StatesCoursesEnquire,48.3–51.6,44.8,30.4,77.2,32.6,50.3
216,University of HamburgGermanyCoursesExplore,48.3–51.6,43.5,42,65,67.7,58
217,University of Hawai’i at MānoaUnited StatesCoursesEnquire,48.3–51.6,37.3,37.1,76.2,49.9,65.9
218,Hebrew University of JerusalemIsraelCourses,48.3–51.6,39.9,41.7,71.8,36.3,58.2
219,University of IcelandIcelandCourses,48.3–51.6,19.5,29,93.4,57.3,63
220,University of IowaUnited StatesCoursesEnquire,48.3–51.6,42,34,78.2,60.6,35.4
221,James Cook UniversityAustraliaCoursesEnquire,48.3–51.6,23.4,27.7,89.1,42.9,73.9
222,University of KielGermanyCoursesVerify Documents,48.3–51.6,31.5,28.1,94.4,9.1,52.4
223,King Abdulaziz UniversitySaudi ArabiaCoursesExplore,48.3–51.6,25.6,15.3,97.3,77.8,92
224,University of KonstanzGermanyCourses,48.3–51.6,39.1,44.5,65.2,69.9,61.8
225,Korea UniversitySouth KoreaCoursesExplore,48.3–51.6,44.7,47.7,49,97.7,49
226,"National University of Ireland, GalwayIrelandCourses",48.3–51.6,26.8,30.1,80.5,42.5,80.3
227,Osaka UniversityJapanCourses,48.3–51.6,53.7,57.6,38.7,81.3,33.5
228,University of OtagoNew ZealandCourses,48.3–51.6,31.2,30.7,82.2,45.1,88.6
229,University of OttawaCanadaCoursesEnquireExplore,48.3–51.6,37.6,37.5,69.1,40.2,73.6
230,Paris Diderot University – Paris 7FranceCourses,48.3–51.6,30.2,25.8,89.7,32.6,67.7
231,University of PassauGermanyCourses,48.3–51.6,30.2,23.6,92.7,40.8,49
232,University of PotsdamGermanyCoursesExplore,48.3–51.6,35.6,41.4,74.3,42.2,55
233,Queen’s University BelfastUnited KingdomCoursesExplore,48.3–51.6,28.3,32.3,83.1,35.7,94.6
234,Queensland University of TechnologyAustraliaCoursesExplore,48.3–51.6,30.7,40.3,73,63.2,79.1
235,RCSI University of Medicine and Health SciencesIrelandCoursesExplore,48.3–51.6,31.9,21.8,92.8,40.7,88.6
236,University of ReadingUnited KingdomCoursesEnquire,48.3–51.6,34.6,34.9,73.9,36.9,88.8
237,Ruhr University BochumGermanyCourses,48.3–51.6,36.6,42.9,62.3,73.2,52.3
238,"St George’s, University of LondonUnited KingdomCoursesEnquire",48.3–51.6,21.4,23.4,100,35.3,69.9
239,University of South AustraliaAustraliaCoursesEnquire,48.3–51.6,31.5,36.3,63.3,81.6,91.8
240,University of StuttgartGermanyCoursesVerify Documents,48.3–51.6,41.1,48.8,60,68.8,52.6
241,University of TampereFinlandCourses,48.3–51.6,25.8,32.4,88.2,51.5,41.6
242,Technical University of DarmstadtGermanyCourses,48.3–51.6,39.2,43.7,57.2,95.9,54.3
243,University of Technology SydneyAustraliaCoursesExplore,48.3–51.6,29.7,40.5,71.7,51,94.2
244,Tel Aviv UniversityIsraelCourses,48.3–51.6,41.5,52.1,59.4,42.7,49.5
245,University of Texas at DallasUnited StatesCoursesExplore,48.3–51.6,25.7,29.4,89.8,41.5,57.7
246,Tohoku UniversityJapanCourses,48.3–51.6,49.6,50.6,46.5,68.3,34.7
247,Ulsan National Institute of Science and Technology (UNIST)South KoreaCoursesExplore,48.3–51.6,22.9,30.7,95.9,66,47.9
248,University College DublinIrelandCourses,48.3–51.6,29.2,37.5,74,38.1,89.3
249,University of UtahUnited StatesCoursesEnquire,48.3–51.6,37.2,34.1,88.5,46.1,33
250,Vita-Salute San Raffaele UniversityItalyCourses,48.3–51.6,34,23.1,96.3,32.8,45.7
251,University of WaterlooCanadaCoursesExplore,48.3–51.6,35.7,41.7,69.8,42.6,80
252,Western UniversityCanadaCoursesEnquire,48.3–51.6,41.8,36.1,68.8,55.7,75.2
253,Yonsei University (Seoul campus)South KoreaCoursesExplore,48.3–51.6,48.6,50.2,46.1,99.2,54.6
254,Aix-Marseille UniversityFranceCourses,45.2–48.2,40.2,22.4,70,34.4,60.7
255,University of BathUnited KingdomCoursesEnquireAdmissions Support,45.2–48.2,33.9,31.7,67.3,36,88.3
256,University of BayreuthGermanyCoursesVerify Documents,45.2–48.2,34.4,34.1,67.8,62.7,54.7
257,Bielefeld UniversityGermanyCourses,45.2–48.2,36.9,42,58.6,54.5,46.3
258,University of BremenGermanyCoursesVerify Documents,45.2–48.2,36.4,36.5,63.2,45.7,52.1
259,University at BuffaloUnited StatesCoursesEnquire,45.2–48.2,38.8,28.5,69.8,44.7,62.5
260,Clark UniversityUnited StatesCoursesEnquire,45.2–48.2,23.7,23.7,93.4,32.6,60
261,University of Colorado Denver/Anschutz Medical CampusUnited StatesCoursesEnquire,45.2–48.2,30.2,18,95.1,42,29
262,Colorado School of MinesUnited StatesCoursesEnquire,45.2–48.2,33.6,26.8,81.7,55.5,41.3
263,Dalhousie UniversityCanadaCoursesEnquire,45.2–48.2,26.6,28.3,74.3,41.5,82.4
264,École des Ponts ParisTechFranceCoursesVerify Documents,45.2–48.2,38.1,16.9,74.9,63.3,79.4
265,University of EssexUnited KingdomCoursesEnquire,45.2–48.2,33.4,32,62.8,32.5,95.8
266,Goethe University FrankfurtGermanyCourses,45.2–48.2,32.5,27.8,73.4,38.6,60.7
267,Griffith UniversityAustraliaCoursesExplore,45.2–48.2,23.4,29.8,77.7,40.7,82
268,University of HohenheimGermanyCoursesVerify Documents,45.2–48.2,34.9,28.8,70,50.3,51.7
269,University of Illinois at ChicagoUnited StatesCoursesEnquire,45.2–48.2,42.1,31.6,68.2,42.1,56.2
270,Indian Institute of ScienceIndiaCourses,45.2–48.2,53.8,48.6,44.4,49.5,19.5
271,University of InnsbruckAustriaCourses,45.2–48.2,27.5,18.5,77.8,37.5,96.7
272,Johannes Gutenberg University of MainzGermanyCourses,45.2–48.2,36.4,23.6,79.8,57.5,55.2
273,Université LavalCanadaCoursesExplore,45.2–48.2,37.7,28.7,70.3,54.7,66.8
274,Macquarie UniversityAustraliaCoursesExplore,45.2–48.2,31.3,34.4,70,41,77
275,University of MarburgGermanyCourses,45.2–48.2,35.7,27.7,75,36.6,49.9
276,Medical University of ViennaAustriaCourses,45.2–48.2,31.2,13.5,90.2,36.6,84.1
277,Moscow Institute of Physics and Technology (MIPT)Russian FederationCourses,45.2–48.2,47.7,41.4,50,99.9,51.7
278,University of NewcastleAustraliaCoursesEnquire,45.2–48.2,28,26.9,73,62.9,79.9
279,North Carolina State UniversityUnited StatesCoursesEnquire,45.2–48.2,35.6,34.5,68.4,42.5,52.8
